TaskID,TaskName,Description,StartDate,EndDate,Status
325,Load Cargo,Load cargo onto ships.,2022-05-01,2024-09-10,In Progress
326,Manage Ship Departure,Manage ship departure logistics.,2021-08-09,2022-07-02,In Progress
327,Coordinate Shipping,Coordinate with shipping companies.,2020-01-08,2020-07-03,Empty
328,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2024-11-02,2024-11-09,Empty
329,Plan Docking Schedules,Plan ship docking schedules.,2022-02-05,2022-10-20,Empty
330,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2020-03-03,2023-05-30,Complete
331,Track Shipping Docs,Track shipping documents.,2021-12-23,2022-11-21,Complete
332,Inspect Containers,Inspect containers for damage.,2020-12-31,2021-02-12,Complete
333,Coordinate Shipping,Coordinate with shipping companies.,2024-09-29,2024-10-14,Empty
334,Manage Ship Departure,Manage ship departure logistics.,2021-01-25,2021-10-27,Complete
335,Coordinate Shipping,Coordinate with shipping companies.,2023-07-24,2024-07-10,Complete
336,Manage Ship Departure,Manage ship departure logistics.,2020-04-02,2023-06-06,In Progress
337,Monitor Container Movement,Monitor container movements.,2024-11-01,2024-11-09,In Progress
338,Monitor Cargo Inventory,Monitor cargo inventory.,2020-05-06,2022-10-21,In Progress
339,Check Vessel Schedules,Check vessel arrival schedules.,2024-02-07,2024-08-31,Complete
340,Track Container Locations,Track container locations on-site.,2022-04-12,2022-07-21,Complete
341,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2022-03-09,2022-06-27,Empty
342,Supervise Dock Workers,Supervise dock workers.,2023-06-08,2024-03-09,Empty
343,Manage Berth Allocation,Manage berth allocation.,2023-11-11,2024-09-29,In Progress
344,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2023-05-10,2023-10-06,Empty
345,Supervise Turnaround Times,Supervise vessel turnaround times.,2023-10-25,2024-12-20,Empty
346,Coordinate Safety Drills,Coordinate port safety drills.,2024-10-11,2024-11-17,Complete
347,Supervise Loading Process,Supervise the loading and unloading process.,2020-04-12,2024-09-11,In Progress
348,Handle Customs Clearance,Handle port customs clearance.,2023-12-21,2024-10-16,Empty
349,Load Cargo,Load cargo onto ships.,2022-03-09,2024-10-06,In Progress
350,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2022-09-11,2022-10-12,In Progress
351,Inspect Containers,Inspect containers for damage.,2021-10-28,2023-11-25,In Progress
352,Supervise Dock Workers,Supervise dock workers.,2021-05-05,2024-02-01,Complete
353,Track Container Locations,Track container locations on-site.,2022-09-01,2024-10-10,Empty
354,Supervise Turnaround Times,Supervise vessel turnaround times.,2023-12-12,2024-07-24,Complete
355,Manage Resources,Ensure efficient use of port resources.,2023-12-27,2024-08-01,In Progress
356,Track Container Locations,Track container locations on-site.,2021-04-19,2024-07-27,Empty
357,Inspect Containers,Inspect containers for damage.,2022-02-23,2024-02-02,Complete
358,Inspect Containers,Inspect containers for damage.,2022-07-09,2023-06-24,Complete
359,Oversee Cargo Inspections,Oversee cargo inspections.,2020-01-06,2020-01-12,Complete
360,Ensure Proper Stowage,Ensure proper stowage of containers.,2022-01-08,2024-09-03,Complete
361,Inspect Containers,Inspect containers for damage.,2021-07-08,2023-01-19,Complete
362,Operate Cranes,Operate cranes and other port equipment.,2020-10-16,2023-12-09,In Progress
363,Handle Security,Handle port security procedures.,2020-02-23,2022-08-29,Complete
364,Coordinate Shipping,Coordinate with shipping companies.,2022-10-17,2024-12-25,In Progress
365,Coordinate Safety Drills,Coordinate port safety drills.,2020-09-10,2020-10-20,In Progress
366,Monitor Loading Progress,Monitor vessel loading progress.,2024-02-08,2024-04-04,Complete
367,Load Cargo,Load cargo onto ships.,2024-09-15,2024-09-30,In Progress
368,Ensure Safe Unloading,Ensure safe unloading operations.,2024-06-17,2024-07-15,Complete
369,Ensure Safe Unloading,Ensure safe unloading operations.,2020-10-31,2021-09-10,Complete
370,Operate Cranes,Operate cranes and other port equipment.,2024-10-18,2024-11-12,Empty
371,Handle Customs Clearance,Handle port customs clearance.,2020-09-16,2023-01-04,Empty
372,Check Vessel Schedules,Check vessel arrival schedules.,2021-04-12,2023-02-13,In Progress
373,Track Container Locations,Track container locations on-site.,2021-03-12,2024-12-22,In Progress
374,Track Container Locations,Track container locations on-site.,2021-06-13,2021-12-19,Complete
375,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2024-02-11,2024-12-19,In Progress
376,Coordinate Shipping,Coordinate with shipping companies.,2023-11-08,2024-09-20,Complete
377,Inspect Containers,Inspect containers for damage.,2024-08-01,2024-11-17,Complete
378,Track Container Locations,Track container locations on-site.,2021-09-20,2024-09-30,Complete
379,Check Vessel Schedules,Check vessel arrival schedules.,2024-09-19,2024-12-03,Empty
380,Coordinate with Customs,Coordinate with customs officers.,2022-09-02,2024-11-15,Empty
381,Manage Berth Allocation,Manage berth allocation.,2021-08-22,2023-06-18,Complete
382,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2021-02-12,2023-07-06,Empty
383,Handle Customs Clearance,Handle port customs clearance.,2024-05-06,2024-09-07,Complete
384,Monitor Loading Progress,Monitor vessel loading progress.,2023-09-07,2024-01-03,Empty
385,Check Vessel Schedules,Check vessel arrival schedules.,2024-04-06,2024-12-22,Complete
386,Operate Cranes,Operate cranes and other port equipment.,2022-09-21,2022-10-01,In Progress
387,Monitor Loading Progress,Monitor vessel loading progress.,2020-03-03,2022-05-22,In Progress
388,Track Shipping Docs,Track shipping documents.,2021-04-08,2021-06-20,Empty
389,Supervise Turnaround Times,Supervise vessel turnaround times.,2020-01-02,2021-01-08,Complete
390,Operate Cranes,Operate cranes and other port equipment.,2022-01-17,2023-09-26,Complete
391,Supervise Turnaround Times,Supervise vessel turnaround times.,2024-12-16,2024-12-19,Empty
392,Handle Customs Clearance,Handle port customs clearance.,2021-11-21,2024-09-15,Complete
393,Supervise Loading Process,Supervise the loading and unloading process.,2024-11-16,2024-12-30,Empty
394,Supervise Container Storage,Supervise container storage.,2021-02-18,2021-11-30,In Progress
395,Supervise Dock Workers,Supervise dock workers.,2022-05-01,2024-03-11,Empty
396,Monitor Cargo Inventory,Monitor cargo inventory.,2022-08-12,2024-06-30,Complete
397,Ensure Safe Unloading,Ensure safe unloading operations.,2024-11-23,2024-12-25,In Progress
398,Coordinate Shipping,Coordinate with shipping companies.,2022-12-04,2024-12-22,Complete
399,Manage Resources,Ensure efficient use of port resources.,2020-11-06,2024-07-29,In Progress
400,Track Shipping Docs,Track shipping documents.,2020-11-18,2023-11-10,Complete
401,Ensure Safe Unloading,Ensure safe unloading operations.,2021-01-23,2021-06-24,In Progress
402,Ensure Compliance,Ensure compliance with port regulations.,2024-03-04,2024-09-15,In Progress
403,Ensure Proper Stowage,Ensure proper stowage of containers.,2022-08-30,2024-09-10,Complete
404,Supervise Dock Workers,Supervise dock workers.,2024-02-24,2024-12-06,In Progress
405,Coordinate Shipping,Coordinate with shipping companies.,2021-04-02,2021-09-08,In Progress
406,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2021-12-23,2024-01-12,In Progress
407,Manage Resources,Ensure efficient use of port resources.,2020-05-28,2022-05-02,In Progress
408,Coordinate Safety Drills,Coordinate port safety drills.,2023-01-27,2024-02-04,Complete
409,Handle Billing,Handle port billing and invoicing.,2020-02-19,2022-09-21,Complete
410,Operate Cranes,Operate cranes and other port equipment.,2020-12-22,2023-02-09,Empty
411,Track Shipping Docs,Track shipping documents.,2022-04-11,2024-05-25,In Progress
412,Monitor Loading Progress,Monitor vessel loading progress.,2024-09-20,2024-12-10,In Progress
413,Manage Ship Departure,Manage ship departure logistics.,2021-12-12,2023-06-06,In Progress
414,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2023-02-18,2024-09-11,In Progress
415,Ensure Proper Stowage,Ensure proper stowage of containers.,2022-07-01,2024-11-14,In Progress
416,Ensure Safe Unloading,Ensure safe unloading operations.,2020-12-10,2021-10-09,In Progress
417,Load Cargo,Load cargo onto ships.,2022-05-03,2023-05-21,Empty
418,Handle Billing,Handle port billing and invoicing.,2020-07-09,2023-07-17,Empty
419,Supervise Dock Workers,Supervise dock workers.,2020-06-26,2022-03-18,In Progress
420,Handle Customs Clearance,Handle port customs clearance.,2022-12-04,2022-12-19,Empty
421,Track Container Locations,Track container locations on-site.,2024-04-28,2024-05-09,In Progress
422,Check Vessel Schedules,Check vessel arrival schedules.,2020-08-14,2024-01-24,Empty
423,Operate Cranes,Operate cranes and other port equipment.,2023-02-16,2023-11-02,In Progress
424,Coordinate with Customs,Coordinate with customs officers.,2024-06-08,2024-10-26,In Progress
425,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2023-07-12,2023-08-19,Empty
426,Oversee Cargo Inspections,Oversee cargo inspections.,2024-12-13,2024-12-13,Complete
427,Ensure Safe Unloading,Ensure safe unloading operations.,2023-02-12,2024-11-25,In Progress
428,Coordinate Shipping,Coordinate with shipping companies.,2022-03-29,2022-05-01,In Progress
429,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2022-01-22,2022-11-12,In Progress
430,Inspect Containers,Inspect containers for damage.,2024-07-26,2024-09-27,In Progress
431,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2024-02-10,2024-05-20,Empty
432,Unload Cargo,Unload cargo from ships.,2021-08-24,2023-08-03,Complete
433,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-08-07,2024-10-17,Complete
434,Supervise Loading Process,Supervise the loading and unloading process.,2023-08-02,2023-12-02,Complete
435,Track Shipping Docs,Track shipping documents.,2020-06-07,2022-02-23,Empty
436,Ensure Proper Stowage,Ensure proper stowage of containers.,2022-03-07,2023-07-10,In Progress
437,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2021-04-01,2023-12-05,Complete
438,Prepare Performance Reports,Prepare port performance reports.,2021-05-06,2024-01-30,In Progress
439,Unload Cargo,Unload cargo from ships.,2024-07-17,2024-08-16,In Progress
440,Coordinate Shipping,Coordinate with shipping companies.,2024-09-06,2024-11-10,In Progress
441,Unload Cargo,Unload cargo from ships.,2020-12-13,2023-11-23,In Progress
442,Manage Ship Departure,Manage ship departure logistics.,2020-11-28,2023-07-17,Complete
443,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2021-09-16,2022-01-26,Empty
444,Track Container Locations,Track container locations on-site.,2022-10-19,2024-09-11,Complete
445,Handle Customs Clearance,Handle port customs clearance.,2024-03-07,2024-09-27,Complete
446,Track Shipping Docs,Track shipping documents.,2023-12-11,2024-05-15,In Progress
447,Coordinate Shipping,Coordinate with shipping companies.,2021-12-03,2022-12-13,In Progress
448,Operate Cranes,Operate cranes and other port equipment.,2020-08-17,2021-12-09,Complete
449,Monitor Container Movement,Monitor container movements.,2022-12-30,2023-03-16,In Progress
450,Monitor Loading Progress,Monitor vessel loading progress.,2022-07-29,2023-06-28,Complete
451,Unload Cargo,Unload cargo from ships.,2023-06-08,2024-12-26,Complete
452,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-01-17,2023-06-19,Complete
453,Handle Billing,Handle port billing and invoicing.,2024-07-10,2024-12-21,In Progress
454,Plan Docking Schedules,Plan ship docking schedules.,2020-04-17,2020-10-23,Empty
455,Prepare Performance Reports,Prepare port performance reports.,2024-11-26,2024-12-15,Complete
456,Monitor Cargo Inventory,Monitor cargo inventory.,2024-07-04,2024-11-26,In Progress
457,Manage Ship Departure,Manage ship departure logistics.,2023-04-01,2024-07-31,Empty
458,Supervise Container Storage,Supervise container storage.,2021-10-10,2022-11-02,In Progress
459,Operate Cranes,Operate cranes and other port equipment.,2021-11-28,2023-06-30,Complete
460,Handle Security,Handle port security procedures.,2023-04-16,2024-02-25,Empty
461,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2024-09-27,2024-11-12,Empty
462,Supervise Dock Workers,Supervise dock workers.,2024-02-26,2024-03-15,Empty
463,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2024-12-01,2024-12-29,Empty
464,Manage Resources,Ensure efficient use of port resources.,2021-04-22,2024-05-26,Complete
465,Monitor Container Movement,Monitor container movements.,2024-08-24,2024-09-02,In Progress
466,Monitor Container Movement,Monitor container movements.,2022-04-30,2023-10-03,Complete
467,Track Shipping Docs,Track shipping documents.,2022-09-05,2024-10-12,Empty
468,Track Shipping Docs,Track shipping documents.,2021-01-26,2023-10-07,In Progress
469,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2020-05-07,2021-07-11,Complete
470,Load Cargo,Load cargo onto ships.,2022-06-09,2024-01-29,Complete
471,Manage Ship Departure,Manage ship departure logistics.,2021-09-30,2023-03-04,Complete
472,Supervise Loading Process,Supervise the loading and unloading process.,2020-08-27,2022-04-09,In Progress
473,Manage Ship Departure,Manage ship departure logistics.,2022-04-30,2024-10-09,Empty
474,Assist with Cargo Consolidation,Assist with cargo consolidation.,2022-05-08,2024-05-31,In Progress
475,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-02-24,2024-02-02,Empty
476,Monitor Container Movement,Monitor container movements.,2024-03-02,2024-07-25,Complete
477,Monitor Cargo Inventory,Monitor cargo inventory.,2024-01-22,2024-12-21,In Progress
478,Inspect Containers,Inspect containers for damage.,2022-12-03,2024-01-22,In Progress
479,Plan Docking Schedules,Plan ship docking schedules.,2021-09-18,2024-04-26,Complete
480,Monitor Container Movement,Monitor container movements.,2021-06-07,2023-07-04,Complete
481,Inspect Containers,Inspect containers for damage.,2023-10-02,2024-11-24,Empty
482,Inspect Containers,Inspect containers for damage.,2021-08-30,2023-03-28,Complete
483,Oversee Cargo Inspections,Oversee cargo inspections.,2022-12-25,2024-06-11,In Progress
484,Monitor Loading Progress,Monitor vessel loading progress.,2024-08-11,2024-10-26,Empty
485,Document Shipments,Ensure proper documentation for shipments.,2021-10-02,2024-09-01,Empty
486,Plan Docking Schedules,Plan ship docking schedules.,2022-11-16,2024-12-28,Empty
487,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2024-09-10,2024-12-13,Empty
488,Operate Cranes,Operate cranes and other port equipment.,2020-06-01,2023-07-02,Empty
489,Track Container Locations,Track container locations on-site.,2022-10-02,2024-12-02,In Progress
490,Monitor Container Movement,Monitor container movements.,2022-10-06,2023-02-06,In Progress
491,Assist with Cargo Consolidation,Assist with cargo consolidation.,2020-02-13,2024-02-05,Empty
492,Plan Docking Schedules,Plan ship docking schedules.,2022-04-18,2023-04-10,Empty
493,Handle Billing,Handle port billing and invoicing.,2024-08-02,2024-12-07,Empty
494,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2021-12-06,2023-06-15,Empty
